vx,vy,vz,center_x,center_y,center_z,num_points,base_label,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_neighbor_count,junction_cluster_count,junction_entropy,junction_dominant_fraction,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score
2,-11,4,2.500000,-10.500000,4.500000,36,linear,linear,0.084100,0.015188,0.003673,0.819402,0.136923,0.043675,0.956325,0.016741,2.637137,13.126195,0.283420,-10.489058,0.571034,1.535510,1.228293,0.964476,2,0.333333,0.333333,0.193347,0.035088,0.113930,0.566282,19,3,0.911786,0.426399,0.518363,0.687770,0.545710
2,-9,-2,2.500000,-8.500000,-1.500000,35,linear,linear,0.142446,0.003221,0.000001,0.977389,0.022604,0.000006,0.999994,0.000745,1.706807,17.919249,0.331760,-16.212441,0.344777,2.345300,0.855984,2.000523,2,0.333333,0.000000,0.012800,0.666667,0.066004,1.150613,18,2,0.756913,0.781775,0.966708,0.213044,0.369809
2,-9,3,2.500000,-8.500000,3.500000,24,linear,linear,0.099016,0.000414,0.000003,0.995819,0.004153,0.000028,0.999972,0.000485,1.231989,361.350551,0.279713,-360.118562,0.293787,15.313858,0.973723,15.020071,1,0.166667,0.000000,0.004669,0.333333,0.032179,0.772970,22,3,0.877181,0.355916,0.541214,0.716732,0.589028
2,-9,4,2.500000,-8.500000,4.500000,20,linear,linear,0.103835,0.000031,0.000002,0.999703,0.000280,0.000017,0.999983,0.000177,0.971028,313.647510,0.294235,-312.676482,0.240873,10.710323,0.795056,10.469450,4,0.666667,0.333333,0.202774,0.768116,0.144238,1.385339,23,2,0.929340,0.351622,0.468203,0.370733,0.462416
2,-8,-2,2.500000,-7.500000,-1.500000,47,linear,linear,0.115310,0.001345,0.000001,0.988335,0.011655,0.000010,0.999990,0.000562,1.532794,21.617176,0.294777,-20.084382,0.346396,3.845348,1.018531,3.498951,4,0.666667,0.666667,0.012316,0.109162,0.235445,0.270038,23,2,0.637474,0.838673,0.982312,0.182084,0.213985
2,-8,4,2.500000,-7.500000,4.500000,72,planar,planar,0.124950,0.072929,0.003068,0.416336,0.559113,0.024552,0.975448,0.030350,2.694743,5.413974,0.420260,-2.719231,0.582002,0.916175,1.563857,0.334173,4,0.666667,0.666667,0.071947,0.336514,0.436080,0.600627,20,2,0.911614,0.432494,0.463333,0.341966,0.195358
2,-7,-2,2.500000,-6.500000,-1.500000,55,planar,planar,0.099749,0.034899,0.000045,0.650135,0.349411,0.000453,0.999547,0.005400,1.969022,13.072156,0.312989,-11.103134,0.630448,2.476565,1.353606,1.846117,4,0.666667,0.666667,0.011308,0.177778,0.380290,0.344155,26,1,0.538999,0.876620,0.989492,0.000000,0.207146
2,-7,4,2.500000,-6.500000,4.500000,71,planar,planar,0.115807,0.086024,0.000924,0.257174,0.734846,0.007980,0.992020,0.020959,2.425590,9.771034,0.430913,-7.345443,0.646444,1.450694,1.633631,0.804250,4,0.666667,0.666667,0.026792,0.066797,0.535171,0.242980,23,3,0.789367,0.524812,0.355426,0.502964,0.131291
2,-6,-2,2.500000,-5.500000,-1.500000,94,planar,planar,0.100099,0.077568,0.000037,0.225081,0.774548,0.000371,0.999629,0.006606,1.991761,9.808604,0.387945,-7.816843,0.465946,1.145232,1.207685,0.679287,4,0.666667,0.666667,0.000035,0.193898,0.568864,0.346669,28,1,0.367058,0.887743,0.853228,0.000000,0.180893
2,-6,4,2.500000,-5.500000,4.500000,57,planar,planar,0.112439,0.058850,0.001785,0.476605,0.507522,0.015873,0.984127,0.022773,2.569491,9.337595,0.376234,-6.768103,0.591777,1.649316,1.481000,1.057540,4,0.666667,0.666667,0.028882,0.098848,0.436572,0.281057,21,2,0.648194,0.584884,0.260145,0.181402,0.037635
2,-5,-2,2.500000,-4.500000,-1.500000,150,planar,planar,0.087607,0.076911,0.000031,0.122083,0.877560,0.000356,0.999644,0.005946,1.992757,9.040815,0.379687,-7.048058,0.381741,1.060947,1.131888,0.679206,4,0.666667,0.666667,0.000041,0.224288,0.613501,0.380106,28,1,0.295146,0.923081,0.614385,0.000000,0.149642
2,-5,3,2.500000,-4.500000,3.500000,51,linear,linear,0.068868,0.001931,0.000182,0.971955,0.025402,0.002643,0.997357,0.002893,1.763281,267.379766,0.235337,-265.616485,0.250038,12.005026,1.155676,11.754988,3,0.500000,0.333333,0.037261,0.426667,0.149585,0.786303,17,2,0.700289,0.575776,0.200743,0.167221,0.160250
2,-5,4,2.500000,-4.500000,4.500000,120,planar,planar,0.106385,0.089010,0.007599,0.163325,0.765247,0.071428,0.928572,0.041593,2.839423,4.356821,0.424278,-1.517398,0.320786,0.119175,1.075058,-0.201610,5,0.833333,0.666667,0.036353,0.459310,0.600990,0.687651,16,3,0.905908,0.509279,0.173182,0.380706,0.160860
2,-4,-2,2.500000,-3.500000,-1.500000,238,planar,planar,0.089978,0.077527,0.000061,0.138378,0.860938,0.000683,0.999317,0.007542,2.025663,7.676877,0.379435,-5.651213,0.277586,0.950516,0.960644,0.672931,4,0.666667,0.666667,0.000031,0.273957,0.606228,0.434728,28,1,0.218580,0.965062,0.288403,0.000000,0.034855
2,-4,4,2.500000,-3.500000,4.500000,84,linear,linear,0.126495,0.029203,0.000936,0.769138,0.223465,0.007398,0.992602,0.015120,2.413378,13.770446,0.354960,-11.357069,0.429206,1.946753,1.227187,1.517547,3,0.500000,0.333333,0.073089,0.456667,0.194078,0.867670,15,2,0.830406,0.396208,0.214816,0.222257,0.218530
2,-3,-2,2.500000,-2.500000,-1.500000,419,planar,planar,0.084805,0.080935,0.000026,0.045640,0.954057,0.000304,0.999696,0.005612,1.996471,6.440925,0.380158,-4.444454,0.290926,0.774910,1.026971,0.483984,4,0.666667,0.666667,0.000016,0.318020,0.646677,0.483176,28,1,0.424392,0.847300,0.474505,0.000000,0.099811
2,-2,-2,2.500000,-1.500000,-1.500000,694,planar,planar,0.084346,0.079680,0.000090,0.055328,0.943602,0.001070,0.998930,0.008465,2.055694,5.166007,0.376589,-3.110313,0.288647,0.638788,0.987179,0.350142,4,0.666667,0.666667,0.000095,0.280968,0.641917,0.442527,29,1,0.495463,0.770669,0.543815,0.000000,0.125011
2,-1,-2,2.500000,-0.500000,-1.500000,268,linear,linear,0.063917,0.009572,0.000063,0.850243,0.148770,0.000987,0.999013,0.003379,1.942057,16.771075,0.238632,-14.829018,0.329753,2.640178,0.963314,2.310425,4,0.666667,0.666667,0.081238,0.335855,0.273396,0.612445,28,1,0.474852,0.776108,0.565012,0.000000,0.220831
2,0,-2,2.500000,0.500000,-1.500000,734,planar,planar,0.080477,0.051711,0.000071,0.357445,0.641669,0.000887,0.999113,0.006672,2.032598,3.421957,0.336862,-1.389359,0.324718,0.549831,1.012992,0.225113,4,0.666667,0.666667,0.002025,0.383358,0.510148,0.557760,27,1,0.503434,0.789152,0.583878,0.000000,0.190378
2,1,-2,2.500000,1.500000,-1.500000,686,planar,planar,0.084829,0.082460,0.000025,0.027923,0.971786,0.000290,0.999710,0.005565,1.997498,2.530141,0.382184,-0.532644,0.269322,0.147706,0.943892,-0.121616,4,0.666667,0.666667,0.000020,0.301679,0.654360,0.465207,25,1,0.454832,0.819636,0.602213,0.000000,0.157177
2,2,-2,2.500000,2.500000,-1.500000,411,planar,planar,0.083224,0.081105,0.000017,0.025461,0.974334,0.000205,0.999795,0.004869,1.987914,1.719583,0.378372,0.268330,0.358439,0.017851,1.097685,-0.340588,4,0.666667,0.666667,0.000017,0.311600,0.655485,0.476117,25,1,0.226753,0.943883,0.763624,0.000000,0.197343
2,3,-2,2.500000,3.500000,-1.500000,245,planar,planar,0.089792,0.078454,0.000015,0.126271,0.873563,0.000165,0.999835,0.004712,1.982907,1.037301,0.384265,0.945606,0.257637,0.260786,0.966600,0.003149,4,0.666667,0.666667,0.000036,0.263074,0.611817,0.422764,24,1,0.000000,1.000000,0.000000,0.000000,0.031298
2,3,4,2.500000,3.500000,4.500000,121,planar,planar,0.092863,0.052715,0.000623,0.432333,0.560958,0.006709,0.993291,0.014502,2.335138,33.692775,0.350884,-31.357637,0.475883,3.962494,1.315353,3.486611,3,0.500000,0.333333,0.039423,0.461538,0.290782,0.827581,18,3,0.754542,0.469568,0.259921,0.435979,0.234167
2,4,-2,2.500000,4.500000,-1.500000,147,planar,planar,0.096706,0.077213,0.000029,0.201568,0.798128,0.000304,0.999696,0.006030,1.991859,0.643060,0.387093,1.348799,0.260668,0.466880,0.913453,0.206212,4,0.666667,0.666667,0.000034,0.252319,0.579098,0.410930,24,1,0.000000,1.000000,0.000000,0.000000,0.033731
2,4,3,2.500000,4.500000,3.500000,31,linear,linear,0.079679,0.001121,0.000185,0.985931,0.011748,0.002321,0.997679,0.002547,1.618251,276.840698,0.262321,-275.222446,0.338595,15.534370,1.272741,15.195775,3,0.500000,0.333333,0.214393,0.472868,0.119137,1.076253,17,3,0.811232,0.535681,0.176849,0.353664,0.297243
2,4,4,2.500000,4.500000,4.500000,160,planar,planar,0.101271,0.075680,0.003741,0.252701,0.710362,0.036936,0.963064,0.030606,2.748948,16.109206,0.402766,-13.360258,0.434948,1.739855,1.357852,1.304908,5,0.833333,0.666667,0.022516,0.504448,0.592123,0.718623,17,3,0.825925,0.505523,0.166387,0.358410,0.156664
2,5,-2,2.500000,5.500000,-1.500000,85,planar,planar,0.083928,0.062488,0.000046,0.255466,0.743989,0.000545,0.999455,0.006213,1.992484,0.311816,0.370232,1.680668,0.374696,0.575333,1.304443,0.200637,4,0.666667,0.666667,0.000015,0.202806,0.555593,0.356440,24,1,0.000000,1.000000,0.000000,0.000000,0.025156
2,5,4,2.500000,5.500000,4.500000,61,planar,planar,0.061450,0.042025,0.001173,0.316118,0.664793,0.019090,0.980910,0.014469,2.459573,32.635849,0.299147,-30.176276,0.626897,5.227602,1.624913,4.600706,4,0.666667,0.666667,0.035328,0.321693,0.498693,0.534889,19,2,0.580378,0.707965,0.188369,0.129157,0.044340
2,6,-2,2.500000,6.500000,-1.500000,64,planar,planar,0.133905,0.045962,0.000050,0.656761,0.342865,0.000374,0.999626,0.006756,1.987452,0.039736,0.417636,1.947717,0.448541,0.811332,1.437951,0.362791,4,0.666667,0.666667,0.000068,0.144291,0.381795,0.292145,22,1,0.000000,1.000000,0.000000,0.000000,0.026280
2,6,4,2.500000,6.500000,4.500000,65,planar,planar,0.069963,0.054703,0.000668,0.218112,0.772346,0.009542,0.990458,0.013671,2.331860,39.855393,0.327695,-37.523533,0.446057,4.389996,1.378186,3.943939,4,0.666667,0.666667,0.013623,0.066316,0.558082,0.224671,20,2,0.586592,0.695677,0.170065,0.126055,-0.013112
2,7,-2,2.500000,7.500000,-1.500000,44,linear,linear,0.188058,0.040181,0.000070,0.786336,0.213290,0.000374,0.999626,0.008101,1.989878,0.097981,0.457917,1.891897,0.323102,0.678215,1.246252,0.355112,3,0.500000,0.333333,0.017058,0.364341,0.204074,0.690470,18,1,0.000000,1.000000,0.000000,0.000000,0.126588
2,7,4,2.500000,7.500000,4.500000,57,planar,planar,0.072672,0.068033,0.000556,0.063835,0.928514,0.007651,0.992349,0.014008,2.288404,50.297255,0.361460,-48.008851,0.431807,4.962743,1.385112,4.530936,4,0.666667,0.666667,0.026937,0.086583,0.616829,0.264939,14,3,0.780951,0.556783,0.109212,0.284958,0.007839
2,8,3,2.500000,8.500000,3.500000,20,linear,linear,0.035440,0.002011,0.000000,0.943252,0.056743,0.000005,0.999995,0.000239,1.558622,141.046807,0.163627,-139.488185,0.397477,9.102081,1.139895,8.704604,2,0.333333,0.000000,0.093882,0.666667,0.064269,1.260074,13,2,0.687457,0.720753,0.092535,0.106440,0.198077
2,8,4,2.500000,8.500000,4.500000,41,planar,planar,0.083800,0.049150,0.001273,0.413484,0.571326,0.015190,0.984810,0.017372,2.466644,45.360688,0.339610,-42.894044,0.538477,4.505950,1.499954,3.967472,3,0.500000,0.000000,0.073528,1.000000,0.182434,1.599263,13,2,0.761491,0.649563,0.092488,0.121380,0.223334
2,9,-2,2.500000,9.500000,-1.500000,17,linear,linear,0.059904,0.006001,0.000000,0.899827,0.100172,0.000001,0.999999,0.000313,1.732542,1.672962,0.217549,0.059580,0.399353,0.463999,1.126663,0.064646,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,10,1,0.000000,1.000000,0.000000,0.000000,0.021389
2,10,4,2.500000,10.500000,4.500000,36,planar,planar,0.154213,0.062077,0.000114,0.597460,0.401803,0.000737,0.999263,0.010284,2.021948,68.751775,0.452634,-66.729827,0.432782,4.929218,1.426512,4.496436,2,0.333333,0.000000,0.015083,0.666667,0.110312,1.153696,15,2,0.676857,0.686216,0.412086,0.215280,0.221344
2,11,-2,2.500000,11.500000,-1.500000,15,linear,linear,0.091208,0.003789,0.000000,0.958454,0.041545,0.000001,0.999999,0.000316,1.661750,9.311488,0.259988,-7.649738,0.504721,1.615917,1.078714,1.111196,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2,1,0.000000,1.000000,0.000000,0.000000,0.008889
2,11,3,2.500000,11.500000,3.500000,18,linear,linear,0.104829,0.000550,0.000001,0.994755,0.005236,0.000009,0.999991,0.000372,1.271413,95.607015,0.285088,-94.335602,0.346422,5.835648,1.001631,5.489226,3,0.500000,0.333333,0.215555,0.453333,0.117820,1.056333,10,1,0.648120,0.761062,0.650664,0.000000,0.320689
2,11,4,2.500000,11.500000,4.500000,28,linear,linear,0.089863,0.000223,0.000001,0.997520,0.002469,0.000010,0.999990,0.000266,1.130300,197.954150,0.256565,-196.823850,0.350129,11.604184,0.802757,11.254055,3,0.500000,0.000000,0.010156,1.000000,0.095708,1.513711,12,1,0.700914,0.681103,0.481541,0.000000,0.263664
2,14,4,2.500000,14.500000,4.500000,21,planar,planar,0.152245,0.069762,0.000482,0.541779,0.455055,0.003167,0.996833,0.017236,2.194900,87.921487,0.438164,-85.726588,0.477160,6.852823,1.431652,6.375663,1,0.166667,0.000000,0.003462,0.333333,0.058891,0.771340,9,1,0.732921,0.615675,0.540065,0.000000,0.172928
2,15,-2,2.500000,15.500000,-1.500000,21,linear,linear,0.089049,0.000053,0.000000,0.999407,0.000592,0.000000,1.000000,0.000058,0.989594,137.476195,0.252653,-136.486601,0.390422,9.601574,0.652143,9.211153,3,0.500000,0.333333,0.616206,0.380952,0.057152,1.517593,11,1,0.575374,0.863359,0.930145,0.000000,0.395507
2,15,-1,2.500000,15.500000,-0.500000,61,planar,planar,0.095799,0.085731,0.000103,0.105094,0.893835,0.001072,0.998928,0.009447,2.037290,72.417306,0.396704,-70.380016,0.442843,4.701703,1.262142,4.258860,4,0.666667,0.666667,0.236359,0.120492,0.473772,0.584959,15,1,0.605234,0.851833,0.916613,0.000000,0.213404
2,15,0,2.500000,15.500000,0.500000,40,planar,planar,0.084557,0.030387,0.000067,0.640631,0.358582,0.000787,0.999213,0.005551,1.968385,76.055940,0.316075,-74.087555,0.586892,4.879449,1.586775,4.292557,4,0.666667,0.666667,0.005155,0.017425,0.386532,0.159460,18,1,0.434454,0.910603,0.919637,0.000000,0.158045
2,15,1,2.500000,15.500000,1.500000,63,planar,planar,0.097439,0.084972,0.000061,0.127943,0.871432,0.000625,0.999375,0.007959,2.003296,121.375191,0.398071,-119.371894,0.505185,6.446885,1.293785,5.941700,4,0.666667,0.666667,0.000814,0.087984,0.610311,0.231214,18,1,0.257849,0.935511,0.353314,0.000000,-0.035158
2,15,2,2.500000,15.500000,2.500000,63,planar,planar,0.101131,0.084904,0.000025,0.160456,0.839293,0.000251,0.999749,0.006020,1.971545,124.405229,0.402038,-122.433684,0.476184,6.197117,1.251621,5.720933,4,0.666667,0.666667,0.001921,0.194326,0.595821,0.349686,17,1,0.456472,0.809971,0.549539,0.000000,0.069952
2,15,3,2.500000,15.500000,3.500000,42,planar,planar,0.085251,0.029872,0.000223,0.649596,0.347789,0.002615,0.997385,0.008281,2.087407,108.060297,0.316521,-105.972890,0.739852,6.468410,1.739852,5.728558,3,0.500000,0.333333,0.110948,0.373333,0.217318,0.827114,13,1,0.611066,0.702535,0.560832,0.000000,0.224828
3,-15,4,3.500000,-14.500000,4.500000,21,linear,linear,0.091626,0.000158,0.000000,0.998271,0.001726,0.000003,0.999997,0.000164,1.072664,303.041278,0.256099,-301.968614,0.371745,14.896410,0.744008,14.524665,2,0.333333,0.333333,0.000123,0.037037,0.117026,0.307574,9,3,0.978996,0.436642,0.478608,0.707909,0.384789
3,-13,4,3.500000,-12.500000,4.500000,25,planar,planar,0.081385,0.059774,0.000289,0.265544,0.730907,0.003549,0.996451,0.011201,2.107697,35.797324,0.349929,-33.689628,0.432652,3.406587,1.333888,2.973935,2,0.333333,0.333333,0.048443,0.101449,0.261313,0.443659,13,4,0.983228,0.309912,0.512174,0.791191,0.570135
3,-12,-1,3.500000,-11.500000,-0.500000,40,planar,planar,0.091159,0.046944,0.002532,0.485034,0.487193,0.027773,0.972227,0.022128,2.618018,32.527671,0.348762,-29.909653,0.549887,3.586963,1.466603,3.037075,1,0.166667,0.000000,0.025788,0.333333,0.058668,0.801480,9,1,0.510317,0.835220,0.885514,0.000000,0.247446
3,-11,4,3.500000,-10.500000,4.500000,34,linear,linear,0.072796,0.012002,0.002188,0.835127,0.134820,0.030053,0.969947,0.012410,2.519490,21.435420,0.260585,-18.915930,0.652424,3.702082,1.524794,3.049658,1,0.166667,0.000000,0.376762,0.333333,0.024401,1.275295,17,3,0.963572,0.322205,0.471217,0.774727,0.727446
3,-10,-2,3.500000,-9.500000,-1.500000,20,linear,linear,0.151043,0.003464,0.000000,0.977064,0.022934,0.000002,0.999998,0.000529,1.681221,40.346642,0.353054,-38.665421,0.348597,4.591848,1.067950,4.243251,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,21,2,0.947888,0.633575,0.928047,0.285659,0.255066
3,-9,4,3.500000,-8.500000,4.500000,30,planar,planar,0.056732,0.015228,0.000193,0.731583,0.265022,0.003396,0.996604,0.005500,2.013160,209.542715,0.230838,-207.529555,0.351644,10.283191,1.001151,9.931547,3,0.500000,0.333333,0.413838,0.448087,0.129810,1.318244,17,3,0.844242,0.542978,0.510824,0.591632,0.538319
3,-8,-2,3.500000,-7.500000,-1.500000,34,linear,linear,0.099805,0.003126,0.000001,0.968677,0.031316,0.000007,0.999993,0.000597,1.696982,50.758301,0.274542,-49.061319,0.319393,4.784776,0.960304,4.465383,2,0.333333,0.000000,0.000498,0.666667,0.067864,1.134006,26,2,0.933976,0.650103,0.977589,0.278232,0.406325
3,-8,4,3.500000,-7.500000,4.500000,46,planar,planar,0.103166,0.062602,0.005986,0.393192,0.548781,0.058027,0.941973,0.033814,2.769987,2.643895,0.382238,0.126091,0.554728,0.415010,1.469135,-0.139718,3,0.500000,0.333333,0.239095,0.413502,0.221971,1.044297,16,2,0.795987,0.655049,0.593835,0.254893,0.363667
3,-7,-2,3.500000,-6.500000,-1.500000,56,linear,linear,0.145248,0.000964,0.000002,0.993364,0.006621,0.000015,0.999985,0.000673,1.459583,30.913618,0.328347,-29.454035,0.372811,2.666114,0.967537,2.293303,4,0.666667,0.666667,0.022974,0.153804,0.230772,0.333533,28,2,0.796708,0.758995,0.996841,0.225002,0.225416
3,-7,4,3.500000,-6.500000,4.500000,49,planar,planar,0.087546,0.057498,0.006242,0.343227,0.585477,0.071296,0.928704,0.031555,2.775695,3.955499,0.362656,-1.179804,0.736860,0.389678,1.668474,-0.347182,3,0.500000,0.333333,0.025994,0.340426,0.292088,0.676227,22,2,0.707773,0.580143,0.371832,0.231881,0.208445
3,-6,-2,3.500000,-5.500000,-1.500000,82,planar,planar,0.124384,0.057007,0.000042,0.541685,0.457976,0.000339,0.999661,0.006688,1.990695,23.795951,0.392504,-21.805255,0.275744,2.297407,0.956749,2.021663,4,0.666667,0.666667,0.005617,0.172417,0.429285,0.330575,28,1,0.450016,0.845925,0.870760,0.000000,0.197745
3,-6,4,3.500000,-5.500000,4.500000,48,planar,planar,0.096934,0.067696,0.007919,0.301628,0.616674,0.081699,0.918301,0.037317,2.803468,4.693370,0.388837,-1.889902,0.667708,0.533531,1.581138,-0.134178,3,0.500000,0.333333,0.033945,0.441379,0.296534,0.798009,20,1,0.482675,0.799102,0.292396,0.000000,0.195085
3,-5,-2,3.500000,-4.500000,-1.500000,105,planar,planar,0.080876,0.064771,0.000055,0.199127,0.800197,0.000676,0.999324,0.006592,2.005139,21.034761,0.368076,-19.029622,0.356446,2.112134,1.337248,1.755688,4,0.666667,0.666667,0.000045,0.221155,0.579902,0.376665,27,1,0.361514,0.898681,0.583261,0.000000,0.139005
3,-5,3,3.500000,-4.500000,3.500000,32,linear,linear,0.075315,0.001070,0.000051,0.985797,0.013528,0.000675,0.999325,0.001600,1.503594,354.951087,0.231330,-353.447494,0.330364,14.602097,1.150765,14.271732,2,0.333333,0.000000,0.055013,0.666667,0.062119,1.207601,20,2,0.865184,0.456397,0.312401,0.260882,0.283767
3,-5,4,3.500000,-4.500000,4.500000,96,corner_like,corner_like,0.085680,0.047465,0.013865,0.446025,0.392148,0.161827,0.838173,0.038347,2.870345,4.252016,0.347537,-1.381671,0.571968,0.492546,1.302778,-0.079423,5,0.833333,0.666667,0.077026,0.660360,0.383737,0.963715,19,3,0.841077,0.529185,0.297095,0.466460,0.285956
3,-4,-2,3.500000,-3.500000,-1.500000,165,planar,planar,0.081004,0.077560,0.000023,0.042516,0.957197,0.000287,0.999713,0.005265,1.985667,19.482098,0.371867,-17.496430,0.341570,1.950585,1.055885,1.609015,4,0.666667,0.666667,0.000021,0.262377,0.648038,0.421975,29,1,0.279529,0.924809,0.435299,0.000000,0.066847
3,-4,4,3.500000,-3.500000,4.500000,137,planar,planar,0.085733,0.058754,0.006938,0.314692,0.604382,0.080926,0.919074,0.032694,2.824987,5.631203,0.358385,-2.806216,0.486762,0.952182,1.414067,0.465421,3,0.500000,0.333333,0.053259,0.417639,0.287500,0.797969,20,3,0.874939,0.442156,0.421692,0.636450,0.480461
3,-3,-2,3.500000,-2.500000,-1.500000,247,planar,planar,0.085690,0.082998,0.000022,0.031413,0.968334,0.000253,0.999747,0.005361,1.989673,16.683619,0.384781,-14.693946,0.275406,1.677390,0.938231,1.401984,4,0.666667,0.666667,0.001495,0.249119,0.651910,0.409383,30,1,0.487659,0.793516,0.512816,0.000000,0.100969
3,-3,4,3.500000,-2.500000,4.500000,161,planar,planar,0.085451,0.025057,0.006165,0.706771,0.221076,0.072152,0.927848,0.023634,2.793040,5.281988,0.312143,-2.488948,0.508623,0.756246,1.334020,0.247623,2,0.333333,0.333333,0.120174,0.033467,0.137384,0.465715,20,3,0.840456,0.418874,0.494803,0.663874,0.508301
3,-2,-2,3.500000,-1.500000,-1.500000,336,planar,planar,0.086027,0.074950,0.000148,0.128766,0.869518,0.001716,0.998284,0.009837,2.097710,14.229918,0.374595,-12.132209,0.352066,1.672385,1.086394,1.320319,5,0.833333,0.666667,0.012157,0.848506,0.685129,1.083102,32,1,0.492823,0.763938,0.573593,0.000000,0.252339
3,-2,-1,3.500000,-1.500000,-0.500000,48,linear,linear,0.036272,0.000742,0.000022,0.979544,0.019842,0.000613,0.999387,0.000843,1.391259,172.989702,0.165252,-171.598443,0.462594,12.943187,0.823901,12.480593,2,0.333333,0.000000,0.068509,0.666667,0.061937,1.225820,34,1,0.552049,0.727062,0.621927,0.000000,0.386882
3,-2,4,3.500000,-1.500000,4.500000,112,linear,linear,0.073744,0.008491,0.002939,0.884863,0.075278,0.039860,0.960140,0.012255,2.603949,53.322892,0.269850,-50.718943,0.412949,4.243421,1.299433,3.830472,3,0.500000,0.333333,0.387326,0.577061,0.100243,1.424324,16,3,0.949160,0.255100,0.561453,0.810860,0.873708
3,-1,-2,3.500000,-0.500000,-1.500000,17,linear,linear,0.021564,0.000651,0.000036,0.969790,0.028526,0.001683,0.998317,0.000799,1.303694,169.381464,0.130986,-168.077770,0.262585,12.110006,0.955399,11.847422,3,0.500000,0.333333,0.001035,0.398577,0.156218,0.706499,31,1,0.453410,0.786761,0.605997,0.000000,0.296016
3,-1,3,3.500000,-0.500000,3.500000,23,linear,linear,0.038049,0.000749,0.000039,0.980303,0.018671,0.001025,0.998975,0.001036,1.377714,228.412884,0.127513,-227.035171,0.528062,14.666148,1.190076,14.138086,2,0.333333,0.000000,0.036019,0.666667,0.063937,1.181959,20,3,0.889167,0.356977,0.583475,0.721151,0.685126
3,-1,4,3.500000,-0.500000,4.500000,25,linear,linear,0.041328,0.001309,0.000037,0.968331,0.030779,0.000890,0.999110,0.001258,1.515573,384.486641,0.151731,-382.971068,0.535826,12.212762,0.857339,11.676936,3,0.500000,0.333333,0.081614,0.494481,0.144297,0.920775,18,3,0.943827,0.233541,0.541705,0.821993,0.725793
3,0,-2,3.500000,0.500000,-1.500000,226,planar,planar,0.065448,0.029931,0.000092,0.542668,0.455923,0.001409,0.998591,0.005653,2.028022,12.854458,0.288004,-10.826436,0.390149,2.232513,1.200286,1.842364,4,0.666667,0.666667,0.000136,0.550760,0.430513,0.739353,30,1,0.464502,0.797730,0.629537,0.000000,0.266101
3,0,3,3.500000,0.500000,3.500000,30,linear,linear,0.083480,0.005131,0.001612,0.938532,0.042158,0.019310,0.980690,0.008839,2.360811,44.982584,0.264792,-42.621773,0.443561,4.580445,1.443561,4.136883,3,0.500000,0.333333,0.234630,0.506944,0.120564,1.141056,20,3,0.882670,0.365457,0.591675,0.713251,0.725042
3,0,4,3.500000,0.500000,4.500000,39,linear,linear,0.086591,0.001369,0.000016,0.984188,0.015625,0.000186,0.999814,0.001241,1.541786,382.786676,0.235525,-381.244891,0.514892,12.509218,0.941158,11.994326,4,0.666667,0.333333,0.131062,0.799197,0.161663,1.322717,18,3,0.940520,0.257325,0.537652,0.805496,0.790074
3,1,-2,3.500000,1.500000,-1.500000,332,planar,planar,0.090102,0.070554,0.000033,0.216956,0.782682,0.000362,0.999638,0.005919,2.000586,9.735088,0.375266,-7.734502,0.266781,1.108317,0.963615,0.841536,4,0.666667,0.666667,0.000040,0.210725,0.572388,0.365185,27,1,0.446653,0.802308,0.617682,0.000000,0.154286
3,1,3,3.500000,1.500000,3.500000,73,linear,linear,0.037136,0.005692,0.000433,0.846734,0.141610,0.011656,0.988344,0.004506,2.097310,136.525588,0.187444,-134.428278,0.479647,9.003956,1.404099,8.524309,3,0.500000,0.000000,0.493021,1.000000,0.061061,2.165578,20,4,0.916044,0.348252,0.495180,0.737913,0.833795
3,1,4,3.500000,1.500000,4.500000,58,linear,linear,0.101486,0.001562,0.000284,0.984610,0.012596,0.002794,0.997206,0.003555,1.789414,120.407312,0.271110,-118.617898,0.511303,9.209265,1.018451,8.697962,4,0.666667,0.333333,0.692884,0.876190,0.056681,2.165870,18,3,0.945124,0.284676,0.404426,0.738335,0.751920
3,2,-2,3.500000,2.500000,-1.500000,246,planar,planar,0.090187,0.084732,0.000022,0.060488,0.939269,0.000243,0.999757,0.005513,1.990700,8.555663,0.387575,-6.564963,0.269436,0.973436,0.942083,0.704000,4,0.666667,0.666667,0.000024,0.272487,0.640278,0.433101,26,1,0.249758,0.936731,0.768720,0.000000,0.189194
3,2,4,3.500000,2.500000,4.500000,171,planar,planar,0.093932,0.026442,0.006153,0.718496,0.215997,0.065506,0.934494,0.024816,2.796777,6.774872,0.329162,-3.978095,0.598215,1.411118,1.563326,0.812904,2,0.333333,0.333333,0.290083,0.132988,0.110622,0.804565,23,2,0.749174,0.529802,0.476603,0.282591,0.352536
