rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,5,11,0,volumetric,44,2.736086,-0.372540,0.936903,0.228977,3.071472
1,0,-9,3,corner_like,112,2.899168,-0.020496,0.134083,0.473963,2.538791
2,3,-2,-1,corner_like,267,2.320750,-0.477383,0.639338,0.141562,2.341142
3,5,6,1,corner_like,128,2.645859,-0.169811,0.154243,0.353282,2.277010
4,5,2,-1,corner_like,333,2.894740,-0.075274,-0.167293,0.694416,1.957758
5,1,-9,3,corner_like,87,2.745596,-0.206470,0.018623,0.619208,1.938541
6,5,7,1,corner_like,78,2.778264,-0.256282,-0.127324,0.730378,1.664280
7,5,-2,1,corner_like,379,2.481125,-0.082962,-0.113593,0.656927,1.627643
8,3,-3,-1,corner_like,171,0.510717,0.075004,1.126980,0.125961,1.586739
9,3,-1,-1,corner_like,291,1.580807,-0.428246,0.718181,0.302593,1.568150
10,-3,9,6,corner_like,50,1.696705,-0.669591,0.571306,0.152128,1.446292
11,-1,-9,3,corner_like,79,1.812815,-0.649903,0.778294,0.515880,1.425327
12,3,-7,3,corner_like,60,1.811204,-0.711039,0.668454,0.581454,1.187165
13,2,6,3,corner_like,87,2.392855,-0.609341,-0.209301,0.718312,0.855901
14,5,1,1,corner_like,380,2.662189,-0.494223,-0.453391,0.886237,0.828339
15,5,-1,1,corner_like,189,0.062060,0.201692,0.743153,0.288021,0.718884
16,2,-5,3,corner_like,125,2.272443,-0.750066,-0.154130,0.678279,0.689969
17,5,-3,-1,corner_like,190,0.258112,-0.123457,0.651693,0.298383,0.487966
18,5,-3,1,corner_like,324,0.944346,-0.441290,0.184415,0.404638,0.282832
19,5,-11,1,corner_like,38,-1.037092,0.621963,0.704739,0.238844,0.050766
20,-3,-9,3,corner_like,66,-0.173748,0.012534,0.483846,0.312504,0.010128
21,5,-2,-1,corner_like,100,-1.335797,0.337303,0.899689,0.271386,-0.370191
22,2,-9,3,planar,51,2.834688,-0.617294,-1.554778,1.150744,-0.488128
23,1,-7,3,planar,130,2.703398,-0.222760,-1.594161,1.673998,-0.787521
24,5,10,-1,planar,52,2.345657,-0.661415,-1.289548,1.232124,-0.837430
25,2,-7,3,planar,108,2.394989,-0.569841,-1.399687,1.317172,-0.891710
26,5,3,1,planar,258,2.804962,-0.245993,-1.703653,1.768488,-0.913173
27,-4,6,-2,linear,37,1.362297,-0.176546,-0.377658,1.799978,-0.991884
28,5,4,-1,planar,211,2.875713,0.018752,-1.953956,2.058271,-1.117762
29,0,-7,3,planar,163,2.749215,-0.227455,-1.760770,1.969185,-1.208196
30,5,4,1,planar,194,2.385221,-0.635920,-1.743930,1.254417,-1.249046
31,4,-6,-1,corner_like,122,-2.164786,0.006871,0.963531,0.153788,-1.348172
32,1,-5,3,planar,145,2.747739,-0.091601,-1.946536,2.061928,-1.352327
33,5,-2,2,corner_like,262,0.196598,-0.414165,-0.323015,0.837379,-1.377961
34,5,-2,0,planar,312,2.517412,-0.222913,-1.875597,1.871848,-1.452947
35,-6,-7,6,linear,16,1.371862,-0.716815,-0.328157,1.790468,-1.463579
36,3,-4,3,corner_like,89,-2.191902,0.505762,0.736697,0.520436,-1.469879
37,1,6,3,planar,75,2.687235,-0.683555,-1.671703,1.848062,-1.516084
38,3,5,3,planar,47,0.670281,0.535610,-1.437860,1.296630,-1.528598
39,-4,5,-2,linear,54,1.520550,-0.674419,-0.590620,1.797414,-1.541903
40,4,9,3,linear,25,1.106877,-0.489043,-0.385208,1.792081,-1.559454
41,3,2,3,planar,138,-1.185070,1.960377,-1.166906,1.385749,-1.777349
42,3,4,3,planar,121,1.968160,-0.740583,-1.679182,1.334079,-1.785684
43,-6,-5,-2,linear,33,0.918487,-0.511288,-0.446781,1.798623,-1.838205
44,5,-9,1,planar,40,0.706628,0.354919,-1.238958,1.690537,-1.867949
45,3,3,3,planar,113,1.333037,-0.296666,-1.594180,1.375029,-1.932839
46,5,0,0,planar,308,2.262725,-0.561717,-1.775794,1.927658,-2.002444
47,5,-7,-1,planar,140,2.830461,-0.057890,-2.059879,2.748123,-2.035429
48,-4,9,6,planar,30,1.912370,-0.614673,-1.488221,1.885894,-2.076417
49,1,7,3,planar,44,2.346416,-0.800952,-1.496071,2.131450,-2.082057
50,-2,-9,3,planar,55,2.072947,-0.993825,-1.684822,1.573888,-2.179588
51,5,-5,1,planar,167,2.031017,-0.716598,-1.742038,1.788224,-2.215844
52,-2,9,6,planar,47,1.968133,-0.765825,-1.706387,1.728932,-2.233010
53,4,-7,1,linear,15,0.376807,-0.627730,-0.267302,1.756201,-2.274426
54,5,-8,1,linear,29,-0.442449,0.425456,-0.495424,1.762556,-2.274973
55,5,-14,0,planar,21,1.661990,-0.057218,-1.673513,2.238448,-2.307190
56,4,12,0,linear,36,-0.469869,0.187274,-0.493253,1.574288,-2.350136
57,-5,9,6,planar,18,1.959260,-0.935210,-1.535891,1.869640,-2.381481
58,-1,-7,3,linear,75,-0.930303,0.357301,-0.353944,1.497492,-2.424439
59,5,2,1,planar,327,2.798840,-0.398522,-2.089451,2.769302,-2.458436
60,5,-6,-1,planar,179,2.670266,-0.541952,-2.120886,2.490546,-2.483118
61,3,-5,3,planar,82,1.366751,-0.535371,-1.541973,1.783666,-2.494258
62,1,-4,3,planar,260,2.421450,-0.464068,-2.012518,2.459571,-2.514708
63,-3,-7,6,planar,42,1.956606,-0.806024,-1.635236,2.038560,-2.523214
64,-5,-5,-2,planar,67,1.699204,-0.172694,-1.903569,2.247805,-2.624864
65,2,-11,3,planar,35,1.709205,-0.733658,-1.423877,2.224344,-2.672674
66,5,-5,-1,planar,141,1.186645,-0.228024,-1.787553,1.850293,-2.679226
