rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,2,-9,3,planar,51,2.834688,0.665287,0.000000,0.000000,3.499975
1,0,-9,3,corner_like,112,2.899168,0.577703,0.000000,0.000000,3.476870
2,5,2,-1,corner_like,333,2.894740,0.579214,0.000000,0.000000,3.473954
3,5,4,-1,planar,211,2.875713,0.589630,0.000000,0.000000,3.465343
4,5,-7,-1,planar,140,2.830461,0.572772,0.000000,0.000000,3.403233
5,5,7,1,corner_like,78,2.778264,0.553138,0.000000,0.000000,3.331402
6,1,-5,3,planar,145,2.747739,0.455436,0.000000,0.000000,3.203175
7,0,-7,3,planar,163,2.749215,0.435585,0.000000,0.000000,3.184800
8,5,5,1,planar,146,2.754889,0.418154,0.000000,0.000000,3.173043
9,5,3,1,planar,258,2.804962,0.366002,0.000000,0.000000,3.170964
10,1,-9,3,corner_like,87,2.745596,0.423514,0.000000,0.000000,3.169110
11,5,1,1,corner_like,380,2.662189,0.504248,0.000000,0.000000,3.166437
12,1,6,3,planar,75,2.687235,0.439293,0.000000,0.000000,3.126528
13,1,-7,3,planar,130,2.703398,0.423063,0.000000,0.000000,3.126460
14,5,6,1,corner_like,128,2.645859,0.437055,0.000000,0.000000,3.082914
15,5,11,0,volumetric,44,2.736086,0.336319,0.000000,0.000000,3.072404
16,5,2,1,planar,327,2.798840,0.262577,0.000000,0.000000,3.061417
17,1,3,3,planar,239,2.597182,0.460293,0.000000,0.000000,3.057475
18,5,-6,-1,planar,179,2.670266,0.363460,0.000000,0.000000,3.033726
19,5,-2,1,corner_like,379,2.481125,0.420285,0.000000,0.000000,2.901410
20,5,-2,0,planar,312,2.517412,0.327170,0.000000,0.000000,2.844582
21,1,-4,3,planar,260,2.421450,0.323597,0.000000,0.000000,2.745047
22,5,1,0,planar,395,2.411335,0.310203,0.000000,0.000000,2.721538
23,5,-7,0,planar,128,2.373197,0.320222,0.000000,0.000000,2.693418
24,5,3,-1,planar,263,2.448953,0.207853,0.000000,0.000000,2.656806
25,2,6,3,corner_like,87,2.392855,0.248510,0.000000,0.000000,2.641366
26,2,4,3,planar,160,2.325464,0.315066,0.000000,0.000000,2.640530
27,5,8,1,planar,54,2.573304,0.039634,0.000000,0.000000,2.612937
28,5,4,1,planar,194,2.385221,0.206367,0.000000,0.000000,2.591588
29,5,-5,0,planar,164,2.315172,0.260344,0.000000,0.000000,2.575515
30,-5,-4,-2,planar,95,1.951354,0.614850,0.000000,0.000000,2.566204
31,1,7,3,planar,44,2.346416,0.200662,0.000000,0.000000,2.547078
32,5,10,-1,planar,52,2.345657,0.176934,0.000000,0.000000,2.522592
33,2,-7,3,planar,108,2.394989,0.095344,0.000000,0.000000,2.490333
34,5,0,0,planar,308,2.262725,0.202832,0.000000,0.000000,2.465556
35,1,5,3,planar,93,2.189792,0.275582,0.000000,0.000000,2.465373
36,2,-5,3,corner_like,125,2.272443,0.180711,0.000000,0.000000,2.453155
37,3,-2,-1,corner_like,267,2.320750,0.126184,0.000000,0.000000,2.446933
38,5,1,-1,planar,391,2.201525,0.233723,0.000000,0.000000,2.435247
39,-1,9,6,planar,61,2.164203,0.220953,0.000000,0.000000,2.385156
40,5,5,-1,planar,156,2.224335,0.124923,0.000000,0.000000,2.349258
41,-4,3,-2,planar,136,1.876783,0.459194,0.000000,0.000000,2.335976
42,-2,-9,3,planar,55,2.072947,0.155816,0.000000,0.000000,2.228763
43,5,-5,1,planar,167,2.031017,0.168782,0.000000,0.000000,2.199799
44,2,8,3,planar,20,2.144690,0.022945,0.000000,0.000000,2.167635
45,3,4,3,planar,121,1.968160,0.192602,0.000000,0.000000,2.160762
46,5,-6,0,planar,151,1.878777,0.242840,0.000000,0.000000,2.121616
47,-4,4,-2,planar,106,1.696060,0.397948,0.000000,0.000000,2.094008
48,-2,9,6,planar,47,1.968133,-0.005658,0.000000,0.000000,1.962476
49,-5,-5,-2,planar,67,1.699204,0.256405,0.000000,0.000000,1.955609
50,5,6,-1,planar,123,1.824357,0.111922,0.000000,0.000000,1.936278
51,-3,-7,6,planar,42,1.956606,-0.040054,0.000000,0.000000,1.916552
52,5,9,-1,planar,77,1.946763,-0.038659,0.000000,0.000000,1.908104
53,5,-14,0,planar,21,1.661990,0.199084,0.000000,0.000000,1.861073
54,5,-6,1,planar,143,2.265645,-0.412919,0.000000,0.000000,1.852726
55,3,-7,3,corner_like,60,1.811204,-0.019370,0.000000,0.000000,1.791833
56,-3,9,6,corner_like,50,1.696705,0.031377,0.000000,0.000000,1.728083
57,-4,9,6,planar,30,1.912370,-0.226366,0.000000,0.000000,1.686004
58,3,0,3,planar,106,1.580836,0.063562,0.000000,0.000000,1.644397
59,0,9,6,planar,57,1.585193,-0.015367,0.000000,0.000000,1.569826
60,-1,-9,3,corner_like,79,1.812815,-0.254844,0.000000,0.000000,1.557971
61,3,-1,-1,corner_like,291,1.580807,-0.036328,0.000000,0.000000,1.544479
62,-4,6,-2,linear,37,1.362297,0.132349,0.000000,0.000000,1.494646
63,4,-11,3,planar,31,1.422397,0.068145,0.000000,0.000000,1.490543
64,1,-11,3,planar,46,1.609738,-0.123186,0.000000,0.000000,1.486552
65,2,-11,3,planar,35,1.709205,-0.278094,0.000000,0.000000,1.431111
66,-4,5,-2,linear,54,1.520550,-0.114713,0.000000,0.000000,1.405837
67,3,3,3,planar,113,1.333037,0.036852,0.000000,0.000000,1.369889
68,-3,5,-2,planar,105,1.064146,0.154198,0.000000,0.000000,1.218344
69,3,-5,3,planar,82,1.366751,-0.167800,0.000000,0.000000,1.198952
70,1,4,3,planar,182,1.253034,-0.201412,0.000000,0.000000,1.051622
71,4,9,3,linear,25,1.106877,-0.167460,0.000000,0.000000,0.939417
72,5,-7,1,planar,134,1.069148,-0.147565,0.000000,0.000000,0.921583
73,5,10,0,planar,29,0.754372,0.157976,0.000000,0.000000,0.912348
74,-6,-5,-2,linear,33,0.918487,-0.056673,0.000000,0.000000,0.861814
75,5,-5,-1,planar,141,1.186645,-0.335274,0.000000,0.000000,0.851371
76,5,-3,1,corner_like,324,0.944346,-0.146516,0.000000,0.000000,0.797830
77,5,2,2,planar,202,1.107297,-0.330057,0.000000,0.000000,0.777240
78,-3,-7,3,planar,75,0.987458,-0.211666,0.000000,0.000000,0.775792
